Course Code,Course Name,Description,Prerequisites
ANTH 434.,  Indigenous Peoples of South America.  4 Credits.,"Contact period and contemporary ethnography of native peoples; ecological adaptation, socioeconomic organization, and culture change.Requisites:Prereq:ANTH 161orANTH 330.Additional Information:Cultural Literacy: Global Perspectives",Prereq:ANTH 161orANTH 330.Additional Information:Cultural Literacy: Global Perspectives
ANTH 438.,  Race and Gender in Latin America.  4 Credits.,"Examines intersecting systems of race, gender, ethnicity, and nationalism through 600 years of Latin American history, focusing on five countries in three regions.",
ANTH 441.,  Recent Cultural Theory.  4 Credits.,"Survey of various cultural frameworks: Durkheimian, Marxian, feminist, transnationalism, Orientalism.Requisites:Prereq: 8 credits in social science.",Prereq: 8 credits in social science.
ANTH 442.,  Northwest Coast Archaeology.  4 Credits.,"This course examines the more than 12,000-year-old archaeological record of the Northwest Coast of North America. We begin by establishing the ecological and ethnographic background for the region and then study how these have shaped archaeologists' ideas about the past. Next, we study the contents of sites and consider the relationship between data, interpretation, and theory. Throughout the term, we discuss the dynamics of contact and colonialism.Requisites:Prereq:ANTH 145orANTH 150.Additional Information:Cultural Literacy: US: Difference, Inequality, Agency","Prereq:ANTH 145orANTH 150.Additional Information:Cultural Literacy: US: Difference, Inequality, Agency"
ANTH 446.,  Practical Archaeobotany.  4 Credits.,Investigates interactions between human-plant populations in the past; laboratory training of analyzing plant fossils in archaeologial contexts.,
ANTH 448.,  Gender and Archaeology.  4 Credits.,"Discussion of gender as a focus of archaeological theory, method, and interpretation. Examination of case studies from around the world.Requisites:Prereq:ANTH 145orANTH 150.Additional Information:Cultural Literacy: Global Perspectives",Prereq:ANTH 145orANTH 150.Additional Information:Cultural Literacy: Global Perspectives
ANTH 449.,  Cultural Resource Management.  4 Credits.,"Objectives, legal background, operational problems, ethical and scholarly considerations in the management of prehistoric and historic cultural resources.Requisites:Prereq:ANTH 145orANTH 150.",Prereq:ANTH 145orANTH 150.
ANTH 453.,  African Archaeology.  4 Credits.,"The archaeology of humans in Africa with an emphasis on the past 15,000 years.",
ANTH 456.,  Peopling of the Americas.  4 Credits.,"Reviews anthropological methods of the Americas including biological, genetic, archaeological, and paleoenvironmental evidence.Requisites:Prereq:ANTH 145orANTH 150.",Prereq:ANTH 145orANTH 150.
ANTH 459.,  Advanced Evolutionary Medicine.  4 Credits.,"Explores current research in the field of evolutionary medicine.Requisites:Prereq: one fromANTH 175,ANTH 270, ANTH 468,BI 380;ANTH 175strongly suggested.","Prereq: one fromANTH 175,ANTH 270, ANTH 468,BI 380;ANTH 175strongly suggested."
ANTH 463.,  Primate Behavior.  4 Credits.,"Ecology and ethology of free-ranging primates. Classification, distribution, and ecological relationships of living primates; social structure and social organizations.Requisites:Prereq:ANTH 171orANTH 270.",Prereq:ANTH 171orANTH 270.
ANTH 467.,  Paleoecology and Human Evolution.  4 Credits.,Relationship between ecology and comparative morphology as a basis for theories of hominid phylogeny; analysis of methods of paleoecological inference; current theories of hominid origins.Requisites:Prereq:ANTH 270.,Prereq:ANTH 270.
ANTH 470.,  Statistical Analysis of Biological Anthropology.  4 Credits.,"The important methods in biometry (biological statistics) and their inherent assumptions, limitations, interpretations, and common uses (and misuses) as relevant to biological anthropology.Requisites:Prereq:STAT 243Z,MATH 425, or equivalent.","Prereq:STAT 243Z,MATH 425, or equivalent."
ANTH 471.,  Zooarchaeology: [Topic].  4 Credits.,Analysis and interpretation of bone and shell animal remains from archaeological sites. Repeatable once for a maximum of 8 credits when the topic changes.Requisites:Prereq:ANTH 145orANTH 150.Repeatable 1 time for a maximum of 8 credits when topic changes,Prereq:ANTH 145orANTH 150.Repeatable 1 time for a maximum of 8 credits when topic changes
ANTH 472.,  Primate Conservation Biology.  4 Credits.,"Evaluates the conservation status of the order Primates. Explores biological-ecological issues and social-cultural influences on primate biodiversity, distribution, and abundance.Requisites:Prereq:ANTH 171orANTH 270.",Prereq:ANTH 171orANTH 270.
ANTH 473.,  Advanced Forensic Anthropology.  4 Credits.,"Teaches theory and analysis of human remains for medico-legal professionals, including estimating biological parameters from skeletons and outdoor crime scene processing and testimony.Requisites:Prereq:ANTH 176with a grade of B– or better orANTH 366with a C– or better.",Prereq:ANTH 176with a grade of B– or better orANTH 366with a C– or better.
ANTH 475.,  Regarding Remains.  4 Credits.,"This course covers the policies and regulations of human and non-human remains in biological anthropology and forensic sciences contexts. It explores the considerations important for establishing, building, maintaining and working with skeletal collections.Requisites:Prereq:ANTH 176.",Prereq:ANTH 176.
ANTH 479.,"  Taphonomy: Bones, Bugs, and Burials.  4 Credits.","Application of taphonomic studies in the fields of paleontology, archaeology, and forensic-medicolegal anthropology.Requisites:Prereq: one fromANTH 170,ANTH 176,ANTH 270,ANTH 366,BI 212, or equivalent.","Prereq: one fromANTH 170,ANTH 176,ANTH 270,ANTH 366,BI 212, or equivalent."
ANTH 481.,  Principles of Evolutionary Psychology.  4 Credits.,Investigates how understanding of our evolutionary history is used to further understanding of the human mind.Requisites:Prereq:ANTH 170orANTH 270.,Prereq:ANTH 170orANTH 270.
ANTH 487.,  Bioanthropology Methods.  4 Credits.,"Laboratory-based introduction to research methods in biological anthropology, with an emphasis on research among living human populations.Requisites:Prereq:ANTH 270.",Prereq:ANTH 270.
ANTH 500M.,  Temporary Multilisted Course.  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTH 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,
ANTH 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTH 508.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
ANTH 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTH 520.,"  Culture, Illness, and Healing.  4 Credits.","Cultural foundations of illness and healing. Attempts to analyze illness experiences, looks at therapies cross-culturally, and examines the nature of healing.",
ANTH 525.,"  Migrant, Citizen, Refugee.  4 Credits.","This course introduces students to the anthropological study of migration. Students will study both early and contemporary intellectual trends in the study of migration, including “globalization,” “transnationalism,” “diaspora,” “borderlands,” “transmigration,” and “imagined community,” through relevant ethnographic case studies from the U.S., with global comparisons.",
ANTH 527M.,  Latino Roots I.  4 Credits.,Documents Latino history in the racial history of what is now Oregon since 1500 and teaches students to conduct oral history interviews. Multilisted withJCOM 527M. Sequence withANTH 528M. Offered alternate years.,
ANTH 528M.,  Latino Roots II.  4 Credits.,"Continuation of Latino Roots I, designed for producing a short documentary using oral history as the story. Covers basic theory and practice of digital film-video documentary production. Multilisted withJCOM 528M. Sequence withANTH 527M. Offered alternate years.Requisites:Prereq:ANTH 527MorJCOM 527M.",Prereq:ANTH 527MorJCOM 527M.
ANTH 534.,  Indigenous Peoples of South America.  4 Credits.,"Contact period and contemporary ethnography of native peoples; ecological adaptation, socioeconomic organization, and culture change.",
ANTH 538.,  Race and Gender in Latin America.  4 Credits.,"Examines intersecting systems of race, gender, ethnicity, and nationalism through 600 years of Latin American history, focusing on five countries in three regions.",
ANTH 541.,  Recent Cultural Theory.  4 Credits.,"Survey of various cultural frameworks: Durkheimian, Marxian, feminist, transnationalism, Orientalism.Requisites:Prereq: 8 credits in social science.",Prereq: 8 credits in social science.
ANTH 542.,  Northwest Coast Archaeology.  4 Credits.,"Archaeological and prehistoric cultural development of peoples indigenous to the Northwest Coast of North America, from Alaska to northern California, from earliest settlement through Western contact.",
ANTH 546.,  Practical Archaeobotany.  4 Credits.,Investigates interactions between human-plant populations in the past; laboratory training of analyzing plant fossils in archaeologial contexts.,
ANTH 548.,  Gender and Archaeology.  4 Credits.,"Discussion of gender as an emerging focus of archaeological theory, method, and interpretation. Examination of case studies from around the world during prehistory.",
ANTH 549.,  Cultural Resource Management.  4 Credits.,"Objectives, legal background, operational problems, ethical and scholarly considerations in the management of prehistoric and historic cultural resources.",
ANTH 553.,  African Archaeology.  4 Credits.,"The archaeology of humans in Africa with an emphasis on the past 15,000 years.",
ANTH 559.,  Advanced Evolutionary Medicine.  4 Credits.,Explores current research in the field of evolutionary medicine.,
ANTH 563.,  Primate Behavior.  4 Credits.,"Ecology and ethology of free-ranging primates. Classification, distribution, and ecological relationships of living primates; social structure and social organizations.",
ANTH 567.,  Paleoecology and Human Evolution.  4 Credits.,Relationship between ecology and comparative morphology as a basis for theories of hominid phylogeny; analysis of methods of paleoecological inference; current theories of hominid origins.,
ANTH 570.,  Statistical Analysis of Biological Anthropology.  4 Credits.,"The important methods in biometry (biological statistics) and their inherent assumptions, limitations, interpretations, and common uses (and misuses) as relevant to biological anthropology.",
ANTH 571.,  Zooarchaeology: [Topic].  4 Credits.,Analysis and interpretation of bone and shell animal remains from archaeological sites. Repeatable once for a maximum of 8 credits when the topic changes.Repeatable 1 time for a maximum of 8 credits,
