Course Code,Course Name,Description,Prerequisites
ANTH 467.,  Paleoecology and Human Evolution.  4 Credits.,Relationship between ecology and comparative morphology as a basis for theories of hominid phylogeny; analysis of methods of paleoecological inference; current theories of hominid origins.Requisites:Prereq:ANTH 270.,None
ANTH 470.,  Statistical Analysis of Biological Anthropology.  4 Credits.,"The important methods in biometry (biological statistics) and their inherent assumptions, limitations, interpretations, and common uses (and misuses) as relevant to biological anthropology.Requisites:Prereq:STAT 243Z,MATH 425, or equivalent.",None
ANTH 471.,  Zooarchaeology: [Topic].  4 Credits.,Analysis and interpretation of bone and shell animal remains from archaeological sites. Repeatable once for a maximum of 8 credits when the topic changes.Requisites:Prereq:ANTH 145orANTH 150.Repeatable 1 time for a maximum of 8 credits when topic changes,None
ANTH 472.,  Primate Conservation Biology.  4 Credits.,"Evaluates the conservation status of the order Primates. Explores biological-ecological issues and social-cultural influences on primate biodiversity, distribution, and abundance.Requisites:Prereq:ANTH 171orANTH 270.",None
ANTH 473.,  Advanced Forensic Anthropology.  4 Credits.,"Teaches theory and analysis of human remains for medico-legal professionals, including estimating biological parameters from skeletons and outdoor crime scene processing and testimony.Requisites:Prereq:ANTH 176with a grade of B– or better orANTH 366with a C– or better.",None
ANTH 475.,  Regarding Remains.  4 Credits.,"This course covers the policies and regulations of human and non-human remains in biological anthropology and forensic sciences contexts. It explores the considerations important for establishing, building, maintaining and working with skeletal collections.Requisites:Prereq:ANTH 176.",None
ANTH 479.,"  Taphonomy: Bones, Bugs, and Burials.  4 Credits.","Application of taphonomic studies in the fields of paleontology, archaeology, and forensic-medicolegal anthropology.Requisites:Prereq: one fromANTH 170,ANTH 176,ANTH 270,ANTH 366,BI 212, or equivalent.",None
ANTH 481.,  Principles of Evolutionary Psychology.  4 Credits.,Investigates how understanding of our evolutionary history is used to further understanding of the human mind.Requisites:Prereq:ANTH 170orANTH 270.,None
ANTH 487.,  Bioanthropology Methods.  4 Credits.,"Laboratory-based introduction to research methods in biological anthropology, with an emphasis on research among living human populations.Requisites:Prereq:ANTH 270.",None
ANTH 500M.,  Temporary Multilisted Course.  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTH 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTH 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTH 508.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,None
ANTH 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTH 520.,"  Culture, Illness, and Healing.  4 Credits.","Cultural foundations of illness and healing. Attempts to analyze illness experiences, looks at therapies cross-culturally, and examines the nature of healing.",None
ANTH 525.,"  Migrant, Citizen, Refugee.  4 Credits.","This course introduces students to the anthropological study of migration. Students will study both early and contemporary intellectual trends in the study of migration, including “globalization,” “transnationalism,” “diaspora,” “borderlands,” “transmigration,” and “imagined community,” through relevant ethnographic case studies from the U.S., with global comparisons.",None
ANTH 527M.,  Latino Roots I.  4 Credits.,Documents Latino history in the racial history of what is now Oregon since 1500 and teaches students to conduct oral history interviews. Multilisted withJCOM 527M. Sequence withANTH 528M. Offered alternate years.,None
ANTH 528M.,  Latino Roots II.  4 Credits.,"Continuation of Latino Roots I, designed for producing a short documentary using oral history as the story. Covers basic theory and practice of digital film-video documentary production. Multilisted withJCOM 528M. Sequence withANTH 527M. Offered alternate years.Requisites:Prereq:ANTH 527MorJCOM 527M.",None
ANTH 534.,  Indigenous Peoples of South America.  4 Credits.,"Contact period and contemporary ethnography of native peoples; ecological adaptation, socioeconomic organization, and culture change.",None
ANTH 538.,  Race and Gender in Latin America.  4 Credits.,"Examines intersecting systems of race, gender, ethnicity, and nationalism through 600 years of Latin American history, focusing on five countries in three regions.",None
ANTH 541.,  Recent Cultural Theory.  4 Credits.,"Survey of various cultural frameworks: Durkheimian, Marxian, feminist, transnationalism, Orientalism.Requisites:Prereq: 8 credits in social science.",None
ANTH 542.,  Northwest Coast Archaeology.  4 Credits.,"Archaeological and prehistoric cultural development of peoples indigenous to the Northwest Coast of North America, from Alaska to northern California, from earliest settlement through Western contact.",None
ANTH 546.,  Practical Archaeobotany.  4 Credits.,Investigates interactions between human-plant populations in the past; laboratory training of analyzing plant fossils in archaeologial contexts.,None
ANTH 548.,  Gender and Archaeology.  4 Credits.,"Discussion of gender as an emerging focus of archaeological theory, method, and interpretation. Examination of case studies from around the world during prehistory.",None
ANTH 549.,  Cultural Resource Management.  4 Credits.,"Objectives, legal background, operational problems, ethical and scholarly considerations in the management of prehistoric and historic cultural resources.",None
ANTH 553.,  African Archaeology.  4 Credits.,"The archaeology of humans in Africa with an emphasis on the past 15,000 years.",None
ANTH 559.,  Advanced Evolutionary Medicine.  4 Credits.,Explores current research in the field of evolutionary medicine.,None
ANTH 563.,  Primate Behavior.  4 Credits.,"Ecology and ethology of free-ranging primates. Classification, distribution, and ecological relationships of living primates; social structure and social organizations.",None
ANTH 567.,  Paleoecology and Human Evolution.  4 Credits.,Relationship between ecology and comparative morphology as a basis for theories of hominid phylogeny; analysis of methods of paleoecological inference; current theories of hominid origins.,None
ANTH 570.,  Statistical Analysis of Biological Anthropology.  4 Credits.,"The important methods in biometry (biological statistics) and their inherent assumptions, limitations, interpretations, and common uses (and misuses) as relevant to biological anthropology.",None
ANTH 571.,  Zooarchaeology: [Topic].  4 Credits.,Analysis and interpretation of bone and shell animal remains from archaeological sites. Repeatable once for a maximum of 8 credits when the topic changes.Repeatable 1 time for a maximum of 8 credits,None
ANTH 572.,  Primate Conservation Biology.  4 Credits.,"Evaluates the conservation status of the order Primates. Explores biological-ecological issues and social-cultural influences on primate biodiversity, distribution, and abundance.",None
ANTH 573.,  Advanced Forensic Anthropology.  4 Credits.,"Teaches theory and analysis of human remains for medico-legal professionals, including estimating biological parameters from skeletons and outdoor crime scene processing and testimony.",None
ANTH 575.,  Regarding Remains.  4 Credits.,"This course covers the policies and regulations of human and non-human remains in biological anthropology and forensic sciences contexts. It explores the considerations important for establishing, building, maintaining and working with skeletal collections.",None
ANTH 579.,"  Taphonomy: Bones, Bugs, and Burials.  4 Credits.","Application of taphonomic studies in the fields of paleontology, archaeology, and forensic-medicolegal anthropology.",None
ANTH 581.,  Principles of Evolutionary Psychology.  4 Credits.,Investigates how understanding of our evolutionary history is used to further understanding of the human mind.,None
ANTH 587.,  Bioanthropology Methods.  4 Credits.,"Laboratory-based introduction to research methods in biological anthropology, with an emphasis on research among living human populations.",None
ANTH 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTH 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTH 605.,  Special Problems: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTH 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
ANTH 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTH 608.,  Workshop: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTH 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
ANTH 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
ANTH 611.,"  Ethnographic Research: Epistemology, Methods, Ethics.  4 Credits.","Various techniques in ethnographic research. Examines the relationships between methods, theory, and ethics.",None
ANTH 615.,  Proseminar in Anthropology.  4 Credits.,"Presents the department's structure, program, and faculty; explore various research and teaching facilities in UO; introduces research, writing, and funding resources.",None
